question,references,corpus_id
"Когда и где было назначено следующее судебное заседание по рассмотрению кассационной жалобы ООО ""ПСФ Партнер""?","[{""content"": ""Федерации, суд\nОПРЕДЕЛИЛ:\nОтложить судебное разбирательство по рассмотрению кассационной жалобы ООО \""ПСФ Партнер\"" на 05.08.2025 15:30 в помещении суда по адресу: г. Москва, ул. Селезневская, д. 9, "", ""start_index"": 227714, ""end_index"": 227911}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких условиях арбитражный суд кассационной инстанции может восстановить пропущенный срок подачи кассационной жалобы?,"[{""content"": ""ого процессуального кодекса Российской Федерации, по ходатайству лица, обратившегося с кассационной жалобой, пропущенный срок подачи кассационной жалобы может быть восстановлен арбитражным судом кассационной инстанции при условии, что ходатайство подано не позднее шести месяцев со дня вступления в законную силу обжалуемого судебного акта и арбитражный суд кассационной инстанции признает причины пропуска срока уважительными.\nМежду тем, заявителем ходатайство о восстановлении "", ""start_index"": 269660, ""end_index"": 270139}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие шаги необходимо предпринять для участия в онлайн-заседании суда через систему 'Мой Арбитр'?,"[{""content"": ""онлайн-заседании участники судопроизводства посредством заполнения электронной формы в информационной системе \""Мой арбитр\"" подают в суд ходатайство об участии в онлайн-заседании с приложением электронных образов документов, удостоверяющих личность и подтверждающих полномочия.\nАрбитражный суд проверяет поданные документы и согласовывает в административном интерфейсе информационной системы \""Мой Арбитр\"" возможность участия в судебном онлайн-заседании. В случае согласования пользователь, подавший ходатайство, получает на адрес электронной почты уведомление о проведении онлайн - заседания с указанием даты и времени заседания.\nИнформацию о "", ""start_index"": 188032, ""end_index"": 188674}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие судебные инстанции рассмотрели кассационные жалобы относительно дела № А40-19793/2017?,"[{""content"": ""акционера Банка) с долей 0, 01%)\nна определение Арбитражного суда города Москвы от 03.04.2024 (т. 136 л.д. 64-81) и\nпостановление Девятого арбитражного апелляционного суда от 21.02.2025 (№ 09АП-23894/2024, № 09АП-27056/2024, № 09АП-27060/2024, № 09АП-28477/2024, № 09АП-28481/2024, № 09АП-28814/2024) по делу № А40-19793/2017 (т. 141 л.д 123-139)\nв части привлечения к субсидиарной "", ""start_index"": 233045, ""end_index"": 233427}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каких основаниях суд апелляционной инстанции отверг довод истца о необходимости предоставления доказательств неуплаты штрафов перед списанием?,"[{""content"": ""о том, что ответчик не подтвердил наличие начисленной и неуплаченной суммы неустойки (штрафа, пени), в связи с этим принятие решения о списании не допускается, правомерно признан апелляционным судом несостоятельным, так как положения Правил № 783 относятся к порядку и случаю осуществления непосредственно заказчиком списания сумм неустоек (штрафов, пеней), они не могут быть истолкованы как препятствие суду, при наличии спора заказчика и поставщика (подрядчика, исполнителя) о размере начисленной и неуплаченной суммы неустоек (штрафов, пеней), применять положения пунктов 3, 11 Правил № 783 и признать за соответствующим лицом право на ее списание.\nВместе с тем в судебном "", ""start_index"": 279281, ""end_index"": 279957}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие обстоятельства спора не удалось доказать истцу в деле о некачественном товаре?,"[{""content"": ""истец не представил в дело доказательств, что вышеназванные недостатки возникли по вине продавца-изготовителя и до передачи товара, а не по вине истца как покупателя в результате неправильного хранения или транспортировки и пр.\nУчитывая, что истец не вызвал представителя "", ""start_index"": 250157, ""end_index"": 250429}, {""content"": ""и к обоснованному выводу о недоказанности истцом обстоятельств существенности нарушения поставщиком условий договора.\nБолее того, при рассмотрении дела истцом не было заявлено о проведении судебной экспертизы в целях подтверждения его доводов о некачественности поставленного ответчиком товара"", ""start_index"": 250616, ""end_index"": 250909}, {""content"": ""и, представленные сторонами доказательства, суды обеих инстанций пришли к правомерному выводу об отсутствии оснований для удовлетворения заявленных требований.\nВ связи с изложенным, суд кассационной инстанции считает отказ в удовлетворении заявленных требований по вышеуказанным мотивам соот"", ""start_index"": 251467, ""end_index"": 251758}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какой договор был заключен после расторжения спорного договора и его условия?,"[{""content"": ""зательств он заключил новый договор на изготовление этих же изделий с иным поставщиком, а именно, договор № 42/9ЯИ на изготовление архитектурного декора из стеклофибробетона с ООО \""Золотой Карандаш\"" с дополнительным соглашением № 1 от 08.09.2022 к нему.\nВ связи с необходимостью "", ""start_index"": 246473, ""end_index"": 246752}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какое решение было принято Хорошевским районным судом относительно иска Москвичева Дениса Васильевича?,"[{""content"": ""которым постановлено:\n\""В удовлетворении исковых требований Москвичева Дениса Васильевича к Ивановой Марии Игоревне, Иванову Игорю Анатольевичу о взыскании неосновательного обогащения отказать.\nОтменить меры по обеспечению иска, наложенные определением Хорошевского районного суда "", ""start_index"": 50493, ""end_index"": 50773}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие аргументы были предоставлены суду обеих инстанций в связи с отказом в удовлетворении требований истца касательно неосновательного обогащения?,"[{""content"": ""его вины в нарушении сроков выполнения спорных работ.\nСудами установлено, что ответчик изготовил и поставил истцу продукцию четыремя партиями на общую сумму 1 488 650 руб., что превысило заявленную в иске сумму неосновательного обогащения (неотработанного аванса) 1 444 975 руб. При этом, факт "", ""start_index"": 248433, ""end_index"": 248727}, {""content"": ""ащиеся в решении и постановлении, соответствуют установленным судами фактическим обстоятельствам дела и имеющимся в деле доказательствам, судами правильно применены нормы материального и процессуального права.\nДоводы кассационной жалобы о неправильном применении судами норм материального"", ""start_index"": 252156, ""end_index"": 252444}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие процессуальные ошибки суд первой инстанции допустил при возвращении искового заявления?,"[{""content"": ""арестованного имущества.\nВозвращая исковое заявление, суд руководствовалсяст. 30 ГПК РФи исходил из того, что истцом заявлено требование относительно объекта недвижимости, находящегося по адресу: адрес, что подсудно Ярцевскому городскому суду адрес и не относится к территориальной подсудности Пресненского районного суда адрес, в связи с чем, применил положенияч. 2 ст. 135 ГПК РФ.\nС "", ""start_index"": 28051, ""end_index"": 28436}, {""content"": ""оса о принятии искового заявления к своему производству суду следует учесть изложенное, вынести законное и обоснованное определение, в порядкест. ст. 133,147 ГПК РФ.\nНа основании изложенного, руководствуясьст. ст. 333,334,330 ГПК РФ, суд апелляционной инстанции\nОПРЕДЕЛИЛ:\nОпределение Пресненского районного суда адрес от 31 января 2025 г. о возврате искового заявления отменить, мат"", ""start_index"": 29872, ""end_index"": 30255}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
В каких случаях работник может нести полную материальную ответственность за причиненный ущерб согласно Трудовому кодексу Российской Федерации?,"[{""content"": ""кодекса Российской Федерации).\nМатериальная ответственность в полном размере причиненного ущерба на основании пункта 6 части первой статьи 243Трудового кодекса Российской Федерацииможет быть возложена на работника только в случае вынесения соответствующим уполномоченным органом в отношении "", ""start_index"": 101149, ""end_index"": 101440}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
На каком основании суд кассационной инстанции не усматривает оснований для удовлетворения кассационной жалобы?,"[{""content"": ""материального права применены правильно.\nНа основании вышеизложенного суд кассационной инстанции не усматривает оснований для удовлетворения кассационной жалобы.\nРуководствуясьстатьями 176,284-289 "", ""start_index"": 220773, ""end_index"": 220970}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие особенности судебного рассмотрения вопроса индексации присужденных денежных сумм указаны в статье 203.1 Гражданского процессуального кодекса РФ?,"[{""content"": ""РФвопросы исправления описок и явных арифметических ошибок, разъяснения решения суда, отсрочки или рассрочки исполнения решения суда, изменения способа и порядка его исполнения, индексации присужденных денежных сумм рассматриваются судом в десятидневный срок со дня поступления заявления в суд без проведения судебного заседания и без извещения лиц, участвующих в деле.\nВ соответствии "", ""start_index"": 89927, ""end_index"": 90312}, {""content"": ""отивировочной части определения указана иная сумма индексации, не может служить основанием для отмены определения суда, поскольку исходя из всего текста определения, это указание является явной опис"", ""start_index"": 92586, ""end_index"": 92784}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие ошибки были допущены при подаче кассационной жалобы, в соответствии с решением Арбитражного суда?","[{""content"": ""Дистрибьюшн\"" несостоятельным (банкротом),\nУСТАНОВИЛ:\nкассационная жалоба подана с нарушением требований, установленныхстатьей 277 Арбитражного процессуального кодекса Российской Федерации.\nВ "", ""start_index"": 222216, ""end_index"": 222407}, {""content"": ""\nПри таких обстоятельствах, кассационная жалоба, в соответствии состатьей 280 Арбитражного процессуального кодекса Российской Федерации, подлежит оставлению без движения.\nРуководствуясьстатьями 277,280 Арбитражного процессуального кодекса Российской Федерации,\nОПРЕДЕЛИЛ:\nк"", ""start_index"": 222690, ""end_index"": 222963}, {""content"": ""3.06.2025 о принятии жалобы конкурсного управляющего ООО \""Автоматик ЛТД\""\nна определение Арбитражного суда Московского округа от 23.04.2025\nо возвращении кассационной жалобы на определ"", ""start_index"": 224265, ""end_index"": 224448}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие изменения были внесены в статью 333.19 Налогового кодекса Российской Федерации?,"[{""content"": ""жалобы.\nВместе с тем, указанные выводы суда первой инстанции являются ошибочными, постановлены в нарушение норм процессуального права и без учета фактических обстоятельств.\nВ соответствии сч. 2 ст. 88 ГПК РФразмер и порядок уплаты государственной пошлины устанавливаются федеральными законами о налогах и сборах.\nВ силуп. 28 ст. 19 Федерального закона от 08.08.2024 № 259-ФЗ \""О внесении изменений в части первую и вторую Налогового кодекса Российской Федерации и отдельные законодательные акты Российской Федерации о налогах и сборах\""положениястатей 333.19,333.20,333.21,333.22,333.36и333.37 Налогового кодекса Российской Федерации(в редакции настоящего Федерального закона) применяются к делам, возбужденным в суде соответствующей инстанции на основании заявлений и жалоб, направленных в суд после дня вступления в силу указанных "", ""start_index"": 113123, ""end_index"": 113954}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Как было описано в чем заключается договор фрахтования воздушного судна согласно Воздушному кодексу РФ?,"[{""content"": ""сложились отношения по фрахтованию.\nВ соответствии состатьей 104 Воздушного кодекса РФпо договору фрахтования воздушного судна (воздушному чартеру) одна сторона (фрахтовщик) обязуется предоставить другой стороне (фрахтователю) за плату для выполнения одного или нескольких рейсов одно или несколько воздушных судов либо часть воздушного судна для воздушной перевозки пассажиров, багажа, грузов или почты. Осуществление чартерных воздушных перевозок регулируется настоящим "", ""start_index"": 217320, ""end_index"": 217792}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие правила применяются для замены стороны в гражданском процессе в случае выхода одной из сторон из правоотношений?,"[{""content"": ""если иное не предусмотрено законом или договором.\nСогласност. 44 ГПК РФв случаях выбытия одной из сторон в спорном или установленном решением суда правоотношении (смерть гражданина, реорганизация юридического лица, уступка требования, перевод долга и другие случаи перемены лиц в обязательствах) суд допускает замену этой стороны ее правопреемником. Правопреемство возможно на любой стадии "", ""start_index"": 2272, ""end_index"": 2662}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие действия предпринял истец по ремонту квартиры на основании поручения ответчиков?,"[{""content"": ""дочери Ивановой М.И., поручил истцу собственными силами и за собственные денежные средства произвести капитальный ремонт квартиры, для чего заказать и оплатить проект, нанять специалистов по строительно-отделочным работам, купить за счет истца необходимые отделочные и строительные материалы, оборудование, для проведения капитального ремонта спорной квартиры в интересах "", ""start_index"": 59378, ""end_index"": 59750}, {""content"": ""по март 2021 года собственными силами и за счет собственных средств произвел необходимый ремонт квартиры по проекту, согласованному с ответчиками, установил необходимое оборудование, кухню, кондиционеры, ванну, сантехнические приборы. В период ремонтных работ истец извещал ответчиков как "", ""start_index"": 59946, ""end_index"": 60235}, {""content"": "" сумма, а всего сумма, оплата коммунальных услуг, отопления и содержание квартиры за период с 01.02.2021 по 31.11.2021 в размере сумма\n\nОценив собранные по делу доказательства по правиламст. 67 ГПК РФ, руководствуясь вышеуказанными нормами права, учитывая изложенные в иске, а также подтвержд"", ""start_index"": 60803, ""end_index"": 61095}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие суммы были взысканы с МП ""ДОМОВЛАДЕНИЕ"" по решению арбитражного суда?","[{""content"": ""требования удовлетворены частично, с МП \""ДОМОВЛАДЕНИЕ\"" в пользу ООО \""ЗОРКИЙ ВЗГЛЯД\"" взысканы задолженность в размере 4 110 041 руб. 76 коп., проценты за пользование чужими денежными средствами за период с 01.01.2024 по 01.10.2024 в размере 510 498 руб. 63 коп., проценты за пользование чужими "", ""start_index"": 255402, ""end_index"": 255695}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие документы требуется предоставить в соответствии с определением Арбитражного суда Московского округа, чтобы восстановить движение кассационной жалобы?","[{""content"": ""д. 9:\n\nдокументы, подтверждающие уплату государственной пошлины в установленных порядке и размере (50 000 руб.) либо ходатайство об отсрочке или рассрочке оплаты государственной пошлины с приложением доказательств невозможности ее оплаты;\n\nдокументы, подтверждающие направление или вручение лицам, участвующим в деле, копий кассационной жалобы и документов, которые у них отсутствуют.\n\nВ случае если обстоятельства, послужившие основанием оставления кассационной жалобы "", ""start_index"": 184988, ""end_index"": 185458}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
"Какие действия предпринял Васкул В.Л. после того, как узнал о наличии оспариваемого договора?","[{""content"": ""становлено, что о наличии оспариваемого договора Васкул В.Л. стало известно в ноябре 2022 г. После чего он обратился в прокуратуру республики Коми, для проведения проверки.\nПринимая во внимание "", ""start_index"": 24107, ""end_index"": 24301}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
Какие мотивы рассматривались судом при принятии или отклонении доказательств в арбитражном решении?,"[{""content"": ""мотивировочной части решения должны быть указаны доказательства, на которых основаны выводы суда об обстоятельствах дела и доводы в пользу принятого решения; мотивы, по которым суд отверг те или иные доказательства, принял или отклонил приведенные в обоснование своих требований и возражений доводы лиц, участвующих в деле; законы и иные нормативные правовые акты, которыми руководствовался суд при принятии решения, и мотивы, по которым суд не применил законы и иные нормативные правовые акты, на "", ""start_index"": 258026, ""end_index"": 258524}]",/Users/sergey/Desktop/RAG_Legal_asist/RAG_Legal_assistant/Fine_tune_Embeddings/court_decisions_combined.txt
